ID,is_fraud
0,0.15179423081947802
1,0.17221040146853836
2,0.13134157555381365
3,0.12195620529643446
4,0.17186788383386442
5,0.35973709279071414
6,0.12472710312183494
7,0.17722640793850278
8,0.14775442479839973
9,0.16386752698329876
10,0.14547261815167895
11,0.07996196471141843
12,0.16923443858490056
13,0.14269633218143804
14,0.17548724187754053
15,0.12388607448246429
16,0.11616862728335872
17,0.12788967638530202
18,0.1379837155111723
19,0.1643097214841529
20,0.14743920391075144
21,0.19192278411149394
22,0.12611314704568483
23,0.10821275879729941
24,0.13542526250967346
25,0.19138197856665834
26,0.10550332506931613
27,0.12522999501075147
28,0.11889406300684101
29,0.14502993618496307
30,0.12268289673980626
31,0.14523527394884428
32,0.08407953353443005
33,0.21595897608952733
34,0.13896985146646082
35,0.11357839968699408
36,0.10414983100691122
37,0.1654833350408519
38,0.12357979428834134
39,0.1218182007191989
40,0.1494185469504128
41,0.15244158127225058
42,0.15096663045299988
43,0.11903281725714324
44,0.12209978469223341
45,0.1218099567810437
46,0.16577651006042565
47,0.11419476343786333
48,0.21203977919835137
49,0.1536378930390625
50,0.13459644655026282
51,0.15729915400723019
52,0.11998073105205191
53,0.12082166406896759
54,0.14848953243637855
55,0.23534151541075077
56,0.17578105279086936
57,0.11518267680050501
58,0.0981404978839251
59,0.09567278330406591
60,0.17042621909024705
61,0.3266162253610775
62,0.14758550446610458
63,0.09225742187607497
64,0.1570165757065521
65,0.11262567661733111
66,0.15764911290289468
67,0.17357383930868805
68,0.21566375722530495
69,0.1105660683801953
70,0.13255733499805708
71,0.14450166336767645
72,0.12398638958019073
73,0.16277873335368637
74,0.10921478506365093
75,0.12217319674898308
76,0.16180722923578938
77,0.14605336458306944
78,0.1272851834103143
79,0.12436453209472147
80,0.14582138374556633
81,0.1331803349772729
82,0.13887571473259966
83,0.13230044114208764
84,0.15516415515969278
85,0.21490657181507394
86,0.16747032371264256
87,0.23378126315330344
88,0.12754595346888545
89,0.11058524104477527
90,0.16930802956887145
91,0.18113692604879053
92,0.11159656431712353
93,0.16076771781490326
94,0.1330815590604654
95,0.08291882697867263
96,0.14279766022320364
97,0.12506687901740257
98,0.10346159234547835
99,0.1643279073070597
100,0.11101872633196833
101,0.10050150009618278
102,0.1489708650034071
103,0.1464167387445478
104,0.14444733378678937
105,0.1322168610635778
106,0.174278525248287
107,0.10884148665573078
108,0.11211261224940958
109,0.1251186123419924
110,0.12472942446426453
111,0.132333256036403
112,0.149231799347421
113,0.12269259378105991
114,0.14769302120544242
115,0.1195356457225984
116,0.13119459852694584
117,0.15737952903203584
118,0.12166896835753117
119,0.1333870730195466
120,0.26621327357782437
121,0.12725734362492414
122,0.16787361332824896
123,0.1323200754197991
124,0.17149993278697798
125,0.26604765114683804
126,0.20917328615904476
127,0.10381347705604353
128,0.1246449975386974
