ID,is_fraud
0,0.6729400652614015
1,0.690179799774943
2,0.054307510355187494
3,0.06773734048987409
4,0.08031159322835178
5,0.11680650744414829
6,0.06946425430410932
7,0.05937880848751267
8,0.6764056601847196
9,0.06662352111773484
10,0.05723445971139342
11,0.05146839272704343
12,0.08125122513298443
13,0.07577769356598686
14,0.08678983067553414
15,0.06872852315620957
16,0.06486452447175181
17,0.05742125498758669
18,0.7044235090295036
19,0.6875225212888425
20,0.06253371144066705
21,0.07298160444326177
22,0.05697334685573447
23,0.05230186759131651
24,0.6890117056861692
25,0.06358330818002071
26,0.04577538272404703
27,0.06497404251275375
28,0.06718199381227682
29,0.07565659704818475
30,0.6496808729538182
31,0.07153569386445983
32,0.04432098858658705
33,0.07335694336517679
34,0.07148552757232043
35,0.0640264336850385
36,0.05026079360823419
37,0.685096789546381
38,0.05474282945547823
39,0.05937694405061017
40,0.06361494921395235
41,0.05970422591692892
42,0.06284991491394035
43,0.05639797160936943
44,0.05257146987058032
45,0.060731703528198094
46,0.08366821289451672
47,0.051716702639938036
48,0.08497691640855516
49,0.07708102063791573
50,0.07078838661846437
51,0.0663359602030779
52,0.06857327797440013
53,0.05429570302674314
54,0.06266828901354925
55,0.10110451048165497
56,0.07047440208071395
57,0.6349221521685623
58,0.045970682486890485
59,0.04149185656595351
60,0.6702183262585529
61,0.10443539942299837
62,0.0669624800394675
63,0.05016866043606444
64,0.0788346827758836
65,0.6865542786173348
66,0.06522083915630437
67,0.06896659560721083
68,0.07868374547870433
69,0.05194006620254908
70,0.05845056404286583
71,0.06079775593301909
72,0.0548565842816898
73,0.08132921178071305
74,0.061410758532998905
75,0.05436806894132347
76,0.6908985740299997
77,0.07500631703076802
78,0.058433113722243225
79,0.06527528537183981
80,0.0673323931330645
81,0.6603998901135465
82,0.05896405096322404
83,0.05778380666017212
84,0.6448394808926856
85,0.09818856206149375
86,0.06858254319173832
87,0.08580532284098072
88,0.06894675792360797
89,0.05112248887393324
90,0.08217077083568568
91,0.0675465098475835
92,0.6669626740128513
93,0.07649884648654155
94,0.057237032752564594
95,0.04295829769718733
96,0.07383099209918609
97,0.05702070205966957
98,0.05102432229783156
99,0.06424939780628773
100,0.04963469518237952
101,0.05041317061646402
102,0.6660619106126503
